country,full_name,club,position,matches,goals
Англия,Tyler Brown,Ливерпуль,нападающий,79,14
Нидерланды,Danny Novak,Фейеноорд,полузащитник,135,7
Россия,Vincent Bennett,Локомотив,защитник,29,11
Германия,Joshua Hampton,РБ Лейпциг,нападающий,105,44
Аргентина,Philip Walton,Ривер Плейт,полузащитник,90,23
Италия,Tonya Munoz,Интер,защитник,35,4
Германия,Raymond Clark,РБ Лейпциг,нападающий,97,30
Россия,Nathan Barber,Краснодар,полузащитник,34,23
Россия,Angela Baldwin,ЦСКА,полузащитник,103,30
Англия,Cheryl Garrett,Челси,полузащитник,119,11
Аргентина,Andrew Robertson,Бока Хуниорс,полузащитник,68,15
Италия,Leah Hughes,Интер,нападающий,96,45
Нидерланды,Russell Kelly,Фейеноорд,защитник,114,0
Россия,Victor Green,Локомотив,нападающий,149,15
Франция,Jason Diaz,Лион,нападающий,105,35
Россия,Erin Fernandez,Локомотив,защитник,83,1
Испания,Jessica Mason,Реал Мадрид,защитник,8,6
Бразилия,Dr. Derrick Blair,Фламенго,защитник,94,2
Аргентина,John Oneal,Ривер Плейт,защитник,114,8
Нидерланды,Deanna Gamble,Аякс,полузащитник,15,24
Италия,Keith Hutchinson,Ювентус,вратарь,43,-2
Испания,Fernando Kane,Реал Мадрид,нападающий,69,23
Испания,Kristina Watts,Реал Мадрид,полузащитник,20,25
Франция,Tara Davis,Олимпик Марсель,защитник,126,4
Бразилия,Clinton Sellers,Палмейрас,защитник,96,18
Нидерланды,Breanna Joseph,Аякс,полузащитник,130,13
Бразилия,James Bishop,Коринтианс,вратарь,18,-31
Аргентина,Monique Brown,Бока Хуниорс,защитник,56,20
Португалия,Renee Hawkins,Бенфика,нападающий,21,29
Германия,Eric Calderon,Бавария,полузащитник,31,12
Англия,Mark Sanchez,Манчестер Юнайтед,защитник,147,0
Нидерланды,Seth Garcia,Фейеноорд,полузащитник,21,20
Испания,Cory Whitaker,Атлетико Мадрид,полузащитник,53,28
Франция,Amy Walker,ПСЖ,полузащитник,33,20
Испания,Diane Smith,Барселона,защитник,106,9
Франция,Hayley Carroll,ПСЖ,защитник,124,20
Португалия,Benjamin Kelley,Порту,нападающий,9,49
Португалия,James Frazier,Спортинг,вратарь,133,-48
Испания,Lisa Bruce,Атлетико Мадрид,полузащитник,106,20
Нидерланды,Aaron Moyer,Фейеноорд,защитник,101,15
Франция,James Armstrong,Лион,полузащитник,67,22
Нидерланды,Kari Alexander,ПСВ,защитник,64,16
Италия,Michael White,Ювентус,полузащитник,1,15
Германия,Caitlin Smith,Бавария,защитник,125,17
Франция,Jennifer Smith,Олимпик Марсель,нападающий,15,19
Португалия,Wendy Tucker,Бенфика,защитник,149,11
Бразилия,Brianna Little,Сантос,защитник,49,6
Англия,Charles Smith,Ливерпуль,защитник,103,4
Германия,Jennifer White,РБ Лейпциг,нападающий,84,50
Испания,Alejandro Baker,Атлетико Мадрид,защитник,109,16
Нидерланды,Mr. Michael Jones,Аякс,полузащитник,18,16
Нидерланды,Mrs. Donna Kelly,ПСВ,вратарь,122,-28
Португалия,Claudia Roberson,Бенфика,полузащитник,61,27
Италия,Micheal Vaughn,Интер,защитник,25,5
Португалия,Connie Moss,Порту,полузащитник,47,5
Бразилия,Meagan Duran,Коринтианс,защитник,13,3
Испания,Jessica Jennings,Реал Мадрид,полузащитник,80,7
Германия,Erik Moore,РБ Лейпциг,нападающий,64,42
Бразилия,Charles Scott,Сантос,нападающий,137,50
Англия,Kimberly Joyce,Челси,защитник,74,6
Бразилия,Thomas Marshall,Палмейрас,защитник,2,19
Англия,Mr. Brad Kerr,Челси,полузащитник,143,5
Португалия,Tamara Jones,Бенфика,защитник,138,4
Испания,Johnathan Montgomery,Барселона,защитник,97,0
Нидерланды,Shannon Cole,Аякс,защитник,149,2
Италия,John Baker,Ювентус,нападающий,85,35
Германия,Jared Yoder,Бавария,нападающий,1,20
Испания,Lee Sanchez,Барселона,полузащитник,68,25
Россия,Jonathan Williams,Локомотив,защитник,118,16
Испания,Mary Roberts,Реал Мадрид,нападающий,133,17
Аргентина,Michael Hanson MD,Бока Хуниорс,защитник,65,12
Россия,Samantha Perez,Краснодар,защитник,133,19
Германия,Thomas Allison,РБ Лейпциг,полузащитник,116,8
Россия,Stephanie Mccann,Локомотив,защитник,122,6
Италия,Jonathan Mccullough,Милан,полузащитник,124,11
Россия,Scott Short,Краснодар,нападающий,105,40
Германия,Isaiah Saunders,Бавария,полузащитник,75,11
Аргентина,Robert Smith,Ривер Плейт,полузащитник,131,15
Нидерланды,David Perez,Фейеноорд,полузащитник,132,27
Нидерланды,Gregg Dean,Аякс,защитник,30,11
Германия,Courtney Gray,РБ Лейпциг,полузащитник,113,14
Испания,Joshua Brown,Реал Мадрид,нападающий,94,30
Германия,Jeffrey Hunter,РБ Лейпциг,вратарь,145,-21
Германия,Brittany Robinson,РБ Лейпциг,защитник,91,7
Россия,Chad Baker,Локомотив,защитник,114,6
Франция,Paul Mcconnell,Лион,нападающий,17,10
Бразилия,Candice Jackson,Коринтианс,защитник,126,15
Португалия,Cynthia Woods,Порту,защитник,136,5
Бразилия,Megan Edwards,Фламенго,нападающий,33,25
Италия,Teresa Griffin,Ювентус,защитник,25,6
Бразилия,Benjamin Smith,Коринтианс,нападающий,15,12
Италия,Alexis Hebert,Интер,нападающий,131,16
Англия,Rickey Morgan,Ливерпуль,защитник,5,17
Бразилия,Julie Jarvis,Сантос,полузащитник,36,14
Италия,Ethan Wall,Милан,полузащитник,41,30
Нидерланды,Kim Cox,Аякс,вратарь,44,-30
Россия,Jenna Davis,Спартак,защитник,17,0
Бразилия,Joseph Morrison,Палмейрас,защитник,5,18
Италия,Heather Giles,Ювентус,вратарь,126,-24
Испания,Jennifer Wu,Барселона,вратарь,17,-24
Франция,Julia Flores,Олимпик Марсель,полузащитник,74,25
Бразилия,Robert Brown,Коринтианс,полузащитник,26,17
Аргентина,Anthony Turner,Бока Хуниорс,нападающий,73,13
Италия,Alexander Pierce,Интер,вратарь,13,-9
Франция,Mary Simmons,Лион,нападающий,82,16
Франция,Marc Palmer,Олимпик Марсель,полузащитник,142,5
Германия,Shawn Merritt,РБ Лейпциг,защитник,78,9
Франция,Eddie Collier,Олимпик Марсель,защитник,73,20
Испания,Samuel Palmer,Барселона,вратарь,40,-31
Италия,Lisa Holden,Ювентус,защитник,30,6
Бразилия,Luis Johnson,Сантос,нападающий,27,15
Нидерланды,Lauren Dixon,Фейеноорд,нападающий,69,11
Франция,Taylor Greene,ПСЖ,полузащитник,15,30
Португалия,Robert Hancock,Спортинг,защитник,34,18
Бразилия,Tina Black,Палмейрас,нападающий,127,17
Италия,Michael Brewer,Интер,защитник,83,14
Франция,Denise Coleman,Лион,защитник,46,5
Англия,James Ochoa,Манчестер Юнайтед,полузащитник,108,28
Россия,Kelsey Hunt,Краснодар,полузащитник,113,27
Италия,Miss Annette Wagner,Ювентус,нападающий,47,36
Франция,Frank Martinez,Олимпик Марсель,нападающий,69,49
Англия,Kyle Stevens,Манчестер Юнайтед,защитник,40,1
Бразилия,Mrs. Kimberly Smith,Коринтианс,нападающий,8,25
Нидерланды,Erica Hanson,Фейеноорд,вратарь,66,-35
Португалия,Savannah Freeman,Спортинг,защитник,128,2
Россия,Stephen Foster,Локомотив,защитник,144,15
Германия,Sheila Murphy,РБ Лейпциг,вратарь,6,-4
Португалия,Michael Lucas,Спортинг,защитник,98,1
Португалия,Jamie Brown,Порту,полузащитник,116,24
Россия,Benjamin Andersen,ЦСКА,нападающий,31,22
Бразилия,Stephen Thomas,Коринтианс,полузащитник,115,8
Россия,Lisa Wilson,Спартак,полузащитник,135,30
Италия,Wanda Le,Милан,защитник,48,12
Италия,Nancy Wright,Милан,полузащитник,54,25
Бразилия,Crystal Lloyd,Палмейрас,защитник,1,5
Нидерланды,Karen Conley,Аякс,вратарь,128,-11
Россия,Kenneth Phillips,Спартак,защитник,78,8
Германия,Cynthia Perez,Бавария,защитник,76,20
Германия,Christopher Carter,РБ Лейпциг,полузащитник,47,9
Россия,Claudia Morgan,Краснодар,защитник,135,13
Франция,Stephen Dixon,ПСЖ,нападающий,90,36
Италия,Lauren Dunlap,Ювентус,нападающий,136,25
Франция,Lindsey Hill,ПСЖ,защитник,62,9
Бразилия,Heather Glass,Коринтианс,вратарь,42,-1
Португалия,Alexander Allison,Порту,нападающий,117,15
Аргентина,Amanda Kemp,Бока Хуниорс,нападающий,137,22
Португалия,Dawn Church,Спортинг,нападающий,48,44
Бразилия,Caleb Drake,Сантос,полузащитник,109,23
Бразилия,Susan Kennedy,Сантос,защитник,42,10
Бразилия,Stacy Ryan,Сантос,полузащитник,112,10
Россия,Jessica Blankenship,Локомотив,полузащитник,135,10
Англия,Todd Blevins,Челси,защитник,28,9
Англия,Aaron Dixon,Ливерпуль,полузащитник,130,27
Бразилия,Christopher Wilson,Сантос,полузащитник,84,20
Португалия,Dustin Hancock,Порту,нападающий,149,34
Германия,Luis Cooper,РБ Лейпциг,полузащитник,133,30
Англия,Juan Calderon,Челси,нападающий,50,15
Аргентина,Cheryl Benson,Бока Хуниорс,нападающий,33,26
Россия,Louis Miller,Спартак,защитник,36,11
Нидерланды,Aaron Bolton,ПСВ,защитник,9,11
Италия,Andrew Chavez,Ювентус,вратарь,25,-1
Нидерланды,Damon Williams,Аякс,полузащитник,146,13
Германия,Steven Jacobs,Бавария,вратарь,73,-39
Англия,Matthew Brown,Манчестер Юнайтед,вратарь,33,-5
Россия,Edward Franklin,Зенит,защитник,45,20
Франция,James Moore,Олимпик Марсель,полузащитник,62,30
Бразилия,Kristen Lamb,Палмейрас,нападающий,6,34
Италия,Danielle Porter,Ювентус,полузащитник,126,14
Нидерланды,Eric Hernandez,ПСВ,полузащитник,54,22
Португалия,Paige Bradley,Порту,вратарь,8,-25
Бразилия,Thomas Thomas,Палмейрас,нападающий,94,30
Италия,Gregory Massey,Ювентус,вратарь,72,-29
Испания,Nicole Yang,Атлетико Мадрид,нападающий,69,50
Россия,Sarah Garcia,ЦСКА,защитник,119,12
Бразилия,Cameron Chapman,Фламенго,полузащитник,2,8
Англия,Christopher Santiago,Челси,нападающий,135,17
Россия,Maurice Hines,Локомотив,полузащитник,1,24
Нидерланды,Miranda Thompson,Фейеноорд,вратарь,127,-42
Нидерланды,David Brown,Фейеноорд,полузащитник,146,17
Португалия,Angela Chavez,Спортинг,нападающий,113,26
Германия,Carmen Carter,РБ Лейпциг,полузащитник,22,7
Нидерланды,Katherine Hall,Фейеноорд,защитник,101,5
Аргентина,Vincent Kent,Бока Хуниорс,полузащитник,1,15
Россия,Susan West,Краснодар,нападающий,138,19
Германия,Melissa Lewis,РБ Лейпциг,защитник,91,1
Аргентина,Keith Rogers,Бока Хуниорс,полузащитник,29,13
Бразилия,William Duffy,Сантос,нападающий,70,14
Аргентина,Stephanie Callahan,Бока Хуниорс,полузащитник,92,20
Англия,Jonathan Hardy,Ливерпуль,полузащитник,103,12
Португалия,Robert Owens,Бенфика,нападающий,142,46
Италия,Christopher Hernandez,Ювентус,нападающий,37,28
Португалия,Shannon Wright,Бенфика,защитник,119,12
Франция,Alan Lee,ПСЖ,защитник,22,13
Россия,Paul Lane,Спартак,защитник,97,0
Франция,Troy Morris,Олимпик Марсель,защитник,62,10
Нидерланды,Eric Mueller,Аякс,полузащитник,103,13
Россия,Tyler Thomas,Краснодар,нападающий,43,14
Германия,Katherine Gay,Бавария,защитник,148,13
Россия,Dominic Schwartz,ЦСКА,вратарь,17,-32
Аргентина,Ruben Reese,Ривер Плейт,нападающий,144,37
Англия,Cynthia Ward,Ливерпуль,нападающий,64,13
Испания,Alicia Thompson,Реал Мадрид,нападающий,12,28
Бразилия,Kevin Edwards,Палмейрас,вратарь,25,-11
Бразилия,Eric Martinez,Коринтианс,полузащитник,23,9
Португалия,Steven Allen,Порту,нападающий,50,19
Франция,Katherine Sanders,Олимпик Марсель,вратарь,11,-35
Испания,Michael Massey,Атлетико Мадрид,полузащитник,147,6
Россия,Bethany Holland,Зенит,вратарь,115,-29
Англия,Pamela Brooks,Челси,нападающий,92,22
Аргентина,Jonathan Joyce,Бока Хуниорс,вратарь,92,-12
Испания,Dana Clark,Реал Мадрид,защитник,8,20
Англия,Matthew Blake,Челси,защитник,8,1
Россия,Robyn Callahan,Локомотив,защитник,54,7
Франция,James Thompson,Олимпик Марсель,защитник,9,13
Франция,Bradley Washington,Олимпик Марсель,защитник,46,15
Бразилия,Christy White,Фламенго,полузащитник,73,17
Португалия,Anne Dean,Порту,полузащитник,33,30
Италия,Virginia Hoffman,Ювентус,вратарь,140,-37
Франция,David Martin,Олимпик Марсель,защитник,23,4
Италия,Jason Owens,Ювентус,защитник,98,16
Италия,Mr. Brian Oliver Jr.,Интер,защитник,133,4
Россия,Stephanie Bowen,Спартак,защитник,107,2
Россия,Jeanne Atkins,Локомотив,нападающий,28,40
Нидерланды,Michael Ferguson,ПСВ,вратарь,83,-9
Англия,Diana Barnes,Ливерпуль,полузащитник,80,18
Бразилия,Brian Wells,Палмейрас,нападающий,56,41
Англия,Molly Mills,Челси,нападающий,53,37
Франция,Steve Huerta,Олимпик Марсель,нападающий,7,13
Нидерланды,Lynn Barnes,ПСВ,защитник,25,4
Бразилия,Holly Thomas,Сантос,нападающий,14,20
Англия,Anthony Allison,Ливерпуль,защитник,99,17
Бразилия,Natalie Franklin,Сантос,полузащитник,119,16
Португалия,Ryan Thompson,Бенфика,защитник,108,20
Германия,Tina Davis,РБ Лейпциг,нападающий,17,41
Испания,Brittany Chavez,Барселона,защитник,19,9
Англия,Michael Wagner,Ливерпуль,полузащитник,20,26
Аргентина,John Wolfe,Бока Хуниорс,нападающий,31,12
Франция,Sierra Jensen,ПСЖ,нападающий,27,32
Испания,Jennifer Brown,Барселона,вратарь,81,-36
Англия,Regina Jackson,Ливерпуль,нападающий,82,49
Испания,Justin Martinez,Реал Мадрид,полузащитник,42,23
Италия,Patrick Daniels,Милан,нападающий,131,47
Португалия,Colleen Rogers,Спортинг,защитник,110,4
Англия,Mark May,Ливерпуль,защитник,48,8
Испания,Anthony Walters,Атлетико Мадрид,полузащитник,88,29
Бразилия,Diane Wright,Коринтианс,нападающий,136,49
Англия,Daniel Nguyen,Ливерпуль,полузащитник,62,21
Германия,Joanne Garcia,Бавария,вратарь,49,-38
Нидерланды,Robert Morris,Аякс,нападающий,62,43
Италия,Crystal Pratt,Интер,нападающий,69,42
Англия,Jason Bell,Манчестер Юнайтед,нападающий,60,45
Франция,Jessica Smith,ПСЖ,полузащитник,54,30
Франция,Amanda Moss,ПСЖ,защитник,61,5
Аргентина,Ryan Howard,Бока Хуниорс,нападающий,21,12
Германия,Cole Hogan,Бавария,защитник,118,17
Аргентина,Scott Brown,Бока Хуниорс,полузащитник,4,14
Португалия,Deanna Ali,Порту,нападающий,71,28
Германия,Devin Wilson,Бавария,вратарь,96,-27
Испания,Brandon Fleming,Барселона,нападающий,92,18
Англия,Daniel Price,Ливерпуль,полузащитник,3,8
Италия,Michael Lam,Ювентус,защитник,105,16
Россия,Morgan Goodwin,Зенит,нападающий,59,46
Италия,Valerie Cline,Интер,защитник,58,15
Португалия,Jeffrey Keith,Спортинг,защитник,71,7
Италия,Sandra Stevens,Интер,полузащитник,136,26
Аргентина,Darrell Thomas,Ривер Плейт,вратарь,133,-1
Нидерланды,Steven Walter,Фейеноорд,полузащитник,119,28
Германия,Heather Smith,Бавария,нападающий,69,19
Бразилия,Robert Terry,Фламенго,защитник,26,17
Италия,Jessica Henry,Ювентус,нападающий,37,24
Нидерланды,Laura Miller,Аякс,защитник,59,13
Испания,Carrie Crosby,Барселона,защитник,42,15
Германия,April Lambert,РБ Лейпциг,нападающий,112,15
Франция,Alexandra Rowe,Лион,полузащитник,12,5
Аргентина,Christopher Scott,Ривер Плейт,защитник,21,3
Франция,Karen Kennedy,Лион,полузащитник,131,10
Бразилия,Douglas Ramsey,Коринтианс,полузащитник,30,19
Аргентина,Donald Franklin,Бока Хуниорс,полузащитник,57,8
Италия,Mark Lloyd,Милан,нападающий,20,35
Англия,Kim Harrison,Ливерпуль,защитник,106,13
Германия,Lori Le DVM,Боруссия Дортмунд,вратарь,73,-48
Бразилия,Brianna Mcpherson,Палмейрас,нападающий,18,43
Германия,Linda Diaz,Боруссия Дортмунд,полузащитник,86,6
Россия,Robert Jackson,Краснодар,полузащитник,88,9
Россия,Brittany Davis,ЦСКА,нападающий,31,20
Бразилия,Thomas Mccarty,Сантос,вратарь,49,-36
Россия,Latoya Jimenez,ЦСКА,нападающий,63,37
Португалия,Karen Arroyo,Порту,защитник,74,11
Англия,Kim Herrera,Челси,полузащитник,104,30
Германия,Michael Shields,Боруссия Дортмунд,защитник,5,5
Россия,Susan Lane,Локомотив,вратарь,147,-3
Нидерланды,Kara Howell,Аякс,защитник,55,8
Бразилия,Andrew Johnson,Фламенго,нападающий,135,37
Франция,Heidi Edwards,Лион,нападающий,92,43
Испания,Aaron Hoover,Барселона,нападающий,71,48
Германия,Ryan English,Бавария,защитник,124,0
Германия,Dr. Elizabeth Davis,Бавария,защитник,11,8
Аргентина,Daniel Cohen,Ривер Плейт,полузащитник,11,22
Аргентина,Tamara Carlson,Бока Хуниорс,нападающий,62,27
Италия,Brittany Hoffman,Интер,защитник,128,10
Германия,Nichole Smith,РБ Лейпциг,нападающий,30,11
Франция,Matthew Avila,Олимпик Марсель,защитник,45,20
Россия,Linda Phillips,ЦСКА,защитник,8,13
Франция,Ashley Bell,ПСЖ,вратарь,103,-24
Аргентина,Paul Ritter,Бока Хуниорс,полузащитник,70,10
Франция,Robert Green,Лион,полузащитник,65,14
Испания,Joann Miller,Атлетико Мадрид,нападающий,53,45
Англия,Alyssa Singleton,Ливерпуль,вратарь,80,-17
Испания,Julia Moss,Барселона,полузащитник,110,18
Англия,Larry Hall,Челси,защитник,91,11
Германия,William Santiago,Бавария,нападающий,104,10
Бразилия,Lance Wright,Сантос,защитник,63,13
Германия,Kathryn Schultz,Боруссия Дортмунд,нападающий,125,27
Португалия,Frederick Burke,Бенфика,полузащитник,112,28
Испания,Brian Adams,Атлетико Мадрид,защитник,26,6
Нидерланды,Richard Hansen,Фейеноорд,вратарь,124,-45
Россия,April Oliver,Зенит,нападающий,3,48
Англия,Ryan Wheeler,Манчестер Юнайтед,нападающий,143,35
Нидерланды,Jennifer Pacheco,ПСВ,нападающий,72,12
Италия,Christopher Love,Милан,вратарь,33,-18
Италия,Rebekah Newton,Ювентус,полузащитник,96,18
Россия,Austin Padilla,Локомотив,нападающий,139,11
Франция,Terri Hudson,ПСЖ,нападающий,145,11
Португалия,Rebecca Brown,Бенфика,нападающий,103,36
Португалия,Tracy Carpenter,Спортинг,защитник,91,16
Бразилия,Kimberly Quinn,Коринтианс,полузащитник,67,9
Португалия,Martin Richards,Спортинг,защитник,127,0
Аргентина,Angel Ruiz,Бока Хуниорс,полузащитник,121,7
Италия,Victoria Young,Милан,защитник,14,15
Аргентина,Stephanie Shields,Бока Хуниорс,нападающий,53,30
Италия,Michael Bates,Милан,полузащитник,73,6
Франция,Thomas Parker,Лион,защитник,32,5
Германия,Linda Farmer,Боруссия Дортмунд,защитник,7,0
Италия,Jeffrey Reed,Ювентус,нападающий,124,22
Россия,James Dudley,Спартак,полузащитник,101,30
Италия,Tiffany Dawson,Милан,нападающий,40,18
Германия,Michelle Black,РБ Лейпциг,полузащитник,12,19
Нидерланды,David Vargas,Фейеноорд,полузащитник,75,19
Нидерланды,Julie Tucker,ПСВ,полузащитник,54,30
Бразилия,Raymond Williams,Палмейрас,полузащитник,146,30
Аргентина,Wendy Washington,Ривер Плейт,полузащитник,126,14
Португалия,Leah Cherry,Бенфика,нападающий,125,21
Италия,David Bennett,Интер,нападающий,103,27
Бразилия,Robin Donovan,Сантос,защитник,130,14
Португалия,Cody Davis,Спортинг,вратарь,79,-50
Италия,Amber Hancock,Интер,нападающий,50,47
Италия,Steven Bray,Ювентус,полузащитник,21,24
Россия,Terri Neal,Зенит,нападающий,29,20
Россия,James Pena,Краснодар,вратарь,137,-44
Англия,Christy Lopez,Манчестер Юнайтед,нападающий,40,10
Франция,Brian Parker,Олимпик Марсель,защитник,99,10
Россия,Christopher Spears,Спартак,нападающий,68,27
Бразилия,Derek Browning,Палмейрас,полузащитник,30,23
Франция,Ashley Gardner,Лион,защитник,92,1
Италия,Sarah Brown,Интер,защитник,78,1
Португалия,James Sutton,Порту,защитник,12,7
Португалия,Mikayla Carroll,Бенфика,полузащитник,87,18
Италия,James Murphy,Ювентус,вратарь,27,-23
Португалия,Mr. Angel Valdez,Порту,нападающий,41,16
Испания,Gabriel Charles,Барселона,полузащитник,46,20
Нидерланды,Annette Mcgee,Аякс,полузащитник,119,30
Англия,Rachel Glass,Манчестер Юнайтед,защитник,145,7
Германия,Alyssa White,Бавария,нападающий,127,39
Англия,Curtis Wright,Челси,вратарь,69,-29
Испания,Christina Fry,Реал Мадрид,полузащитник,120,19
Испания,Jason Jackson,Барселона,нападающий,98,17
Италия,Tiffany Stevens,Милан,защитник,37,4
Италия,Kathy Lewis,Милан,нападающий,150,42
Португалия,Theresa Cline,Бенфика,защитник,12,1
Россия,Carrie Moore,Спартак,защитник,117,16
Нидерланды,Alicia Mendez,Фейеноорд,вратарь,141,-39
Германия,Megan Reese,Бавария,нападающий,141,45
Бразилия,Steven Johnson,Фламенго,защитник,125,15
Испания,Geoffrey Lee,Барселона,вратарь,103,-3
Бразилия,Mrs. Angela Kaufman MD,Палмейрас,вратарь,131,-46
Франция,Shelly Young,Олимпик Марсель,нападающий,32,30
Россия,Austin Duarte,ЦСКА,защитник,137,19
Англия,Megan Sims,Манчестер Юнайтед,защитник,98,17
Бразилия,Ryan Thomas,Сантос,полузащитник,36,14
Франция,Casey Kim,ПСЖ,полузащитник,140,15
Англия,Leslie Raymond,Челси,нападающий,114,27
Англия,Jerry Nichols,Манчестер Юнайтед,защитник,133,19
Нидерланды,Amanda Ward,ПСВ,нападающий,105,22
Португалия,James Lewis,Бенфика,нападающий,92,20
Испания,Jonathan Barnett,Барселона,нападающий,65,35
Россия,Gregory Lane,Краснодар,полузащитник,2,25
Нидерланды,Joshua Miller,ПСВ,полузащитник,150,24
Россия,Travis Smith,Локомотив,полузащитник,131,16
Россия,Joseph Spence,Спартак,защитник,42,5
Бразилия,Matthew White,Фламенго,полузащитник,97,15
Нидерланды,David Houston,Фейеноорд,защитник,140,13
Аргентина,Andrea Atkins DDS,Ривер Плейт,защитник,137,3
Нидерланды,Andrew Mcdonald DDS,ПСВ,вратарь,81,-49
Бразилия,Rachel Coleman,Сантос,защитник,70,6
Франция,Jasmine Sharp,Олимпик Марсель,вратарь,98,-5
Аргентина,George Rivera,Бока Хуниорс,полузащитник,114,24
Нидерланды,Rachel Boyer,ПСВ,полузащитник,105,11
Бразилия,Julia Ramirez,Коринтианс,защитник,79,16
Испания,Richard Cook,Атлетико Мадрид,вратарь,53,-22
Франция,Brian Salazar,Лион,полузащитник,74,20
Нидерланды,Connor Humphrey,Фейеноорд,нападающий,87,40
Италия,Aaron Ball,Ювентус,полузащитник,110,9
Франция,Lindsey Manning,Лион,нападающий,112,28
Франция,Mackenzie Rodriguez,ПСЖ,нападающий,18,50
Россия,Timothy Johnson,Спартак,нападающий,92,24
Бразилия,Christopher Mendez,Сантос,нападающий,21,19
Португалия,Cody Washington,Спортинг,полузащитник,121,23
Аргентина,Andrea Weaver,Бока Хуниорс,полузащитник,144,24
Аргентина,Ashley Cain,Бока Хуниорс,полузащитник,68,7
Италия,Sandra Gallegos,Милан,полузащитник,70,16
Италия,Christian Ho,Милан,нападающий,146,41
Бразилия,Annette Rodriguez,Коринтианс,вратарь,2,-40
Испания,Ariel Gross,Реал Мадрид,полузащитник,133,25
Аргентина,Andrew Hanson,Ривер Плейт,нападающий,44,22
Испания,David Lewis,Реал Мадрид,защитник,65,19
Англия,Samantha Smith,Манчестер Юнайтед,полузащитник,131,30
Россия,Terry Jenkins,Зенит,полузащитник,108,9
Россия,Tony Ware,ЦСКА,защитник,94,12
Нидерланды,Anita Hunt,Аякс,защитник,125,9
Испания,Frances Schultz,Реал Мадрид,полузащитник,84,13
Россия,Donna Thomas,Зенит,нападающий,62,15
Аргентина,Regina Johnson,Ривер Плейт,вратарь,16,-30
Португалия,Paul Vaughan,Бенфика,полузащитник,20,13
Италия,Jessica Walters,Интер,защитник,40,10
Бразилия,Derek Stanton,Сантос,защитник,50,1
Испания,Diana Lewis,Реал Мадрид,защитник,18,5
Нидерланды,Amy Gonzalez,Фейеноорд,нападающий,73,10
Россия,Timothy Bell,Спартак,вратарь,119,-22
Англия,Ronald Harris,Ливерпуль,полузащитник,12,18
Испания,Tamara Brooks,Реал Мадрид,полузащитник,39,9
Англия,Thomas Montgomery,Челси,защитник,136,9
Англия,Tracy Rhodes,Челси,нападающий,58,14
Бразилия,Julia Hayes,Палмейрас,нападающий,112,19
Испания,Thomas Ramos,Атлетико Мадрид,защитник,119,7
Италия,Terri Townsend,Ювентус,полузащитник,103,16
Нидерланды,Michelle Steele,Аякс,защитник,97,4
Бразилия,David Mcdaniel,Палмейрас,полузащитник,14,30
Россия,Stephanie Lopez,Спартак,полузащитник,28,16
Франция,Kristen Hicks,ПСЖ,защитник,86,19
Италия,Marvin Guzman,Милан,защитник,20,19
Италия,Ariel Williams,Интер,полузащитник,149,19
Португалия,Nicole Raymond,Бенфика,полузащитник,79,6
Россия,Ashley Gentry,Локомотив,защитник,58,4
Нидерланды,Amy Arnold,Аякс,защитник,150,20
Германия,Stephanie Hernandez,Бавария,нападающий,34,15
Аргентина,Timothy Wall,Бока Хуниорс,защитник,101,9
Франция,Kristen Miller,Олимпик Марсель,защитник,137,12
Франция,Thomas Douglas,Олимпик Марсель,полузащитник,46,16
Нидерланды,Adam Garcia,ПСВ,нападающий,88,13
Аргентина,Kelly Ward,Бока Хуниорс,полузащитник,33,13
Россия,Corey Duran,Краснодар,полузащитник,69,11
Англия,Pamela Green,Ливерпуль,полузащитник,18,7
Германия,Robert Bishop,Боруссия Дортмунд,полузащитник,62,15
Италия,Paul Howell,Ювентус,нападающий,150,20
Испания,Tammy Greer,Реал Мадрид,полузащитник,36,28
Нидерланды,Cindy Mccormick,Фейеноорд,защитник,129,1
Германия,Tammy Whitaker,Боруссия Дортмунд,полузащитник,79,13
Испания,Zachary Brooks,Барселона,защитник,47,20
Португалия,Donna Reynolds,Порту,защитник,34,7
Нидерланды,Scott Jackson,Аякс,нападающий,117,13
Россия,Jordan Trujillo,Зенит,нападающий,72,12
Аргентина,Anthony Lee,Бока Хуниорс,нападающий,27,32
Италия,Nicole Willis,Милан,вратарь,85,-24
Португалия,David Moore,Порту,полузащитник,125,28
Испания,Erin Williams,Барселона,полузащитник,23,16
Италия,Ronnie Jones,Интер,полузащитник,121,16
Россия,James Jackson,Спартак,полузащитник,42,21
Франция,Kelly Houston,ПСЖ,полузащитник,1,20
Россия,Brian Wyatt,Краснодар,полузащитник,60,6
Германия,Gary Perkins,РБ Лейпциг,защитник,40,0
Россия,Michael Ochoa,Локомотив,защитник,86,4
Германия,Paul Haynes,Бавария,защитник,27,16
Франция,Shawn Brady,Олимпик Марсель,полузащитник,90,25
Испания,Justin Miller,Барселона,полузащитник,99,22
Германия,Theresa Little,Бавария,защитник,32,8
Португалия,Stacy Robinson,Бенфика,защитник,97,7
Франция,Tracy Torres,ПСЖ,защитник,115,0
Германия,Edwin Barrett,Боруссия Дортмунд,полузащитник,107,23
Аргентина,Russell Evans,Ривер Плейт,полузащитник,62,14
Италия,Paul Ford,Интер,вратарь,8,-27
Англия,Christopher Terry,Челси,полузащитник,138,14
Аргентина,Molly Vazquez,Ривер Плейт,полузащитник,108,5
